0	1
the Umayyad caliph Umar ibn Abd al-Aziz sent out a message to the governors of the various Islamic provinces: O you who believe! The non-Muslims are nothing but dirt. Allah has created them to be partisans of Satan; most treacherous in regard to all they do; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work. Upon them rests the curse of Allah, of the Angels and of man collectively	Appeal_to_Authority
and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation	Causal_Oversimplification
But what, Mr. Farage, are we to think about the Muslims who consider themselves and their religion to be at war with us	Whataboutism,Straw_Men,Red_Herring
The persecution of Julian Assange must end. Or it will end in tragedy	Appeal_to_fear-prejudice
gross injustice	Loaded_Language
a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously	Loaded_Language
Vichy journalists	Name_Calling,Labeling
obliterate totally	Loaded_Language
murdered publicly and gruesomely	Loaded_Language
to crush starving and stricken people in a genocidal assault	Loaded_Language
a tool of Russian intelligence	Name_Calling,Labeling
a nihilistic opportunist who does the bidding of a dictator	Name_Calling,Labeling
a vicious re-tweet	Loaded_Language
Assange is Putin’s bitch	Name_Calling,Labeling
a “damaged personality” and “callous	Name_Calling,Labeling
bogus and farcical	Loaded_Language
Screw the terrorist. He’ll be eating cat food forever	Loaded_Language
the suburban home of America’s war-making elite	Name_Calling,Labeling
outrageous behaviour	Loaded_Language
Like a spurned lover	Loaded_Language
a media witch-hunt	Loaded_Language
The witch-hunt	Loaded_Language
the terrorist	Name_Calling,Labeling
Assange is in mortal danger	Exaggeration,Minimisation
They can remain silent, for which history will be unforgiving. Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home	Appeal_to_fear-prejudice
gross miscarriage of justice and the extreme danger that await him	Exaggeration,Minimisation
a person of extraordinary resilience and courage	Name_Calling,Labeling
a tsunami of lies and smear engulf him, endlessly	Exaggeration,Minimisation
smear	Loaded_Language
a unrelenting assault	Loaded_Language
they planned a war on a single human being and on the very principle of freedom of speech	Exaggeration,Minimisation
personal smear	Loaded_Language
Their shock troops	Name_Calling,Labeling
over whom she fawned	Loaded_Language
the icon for your generation	Name_Calling,Labeling
one of the instigators of the invasion and destruction of Libya as a modern state	Name_Calling,Labeling
Like the invasion of Iraq, it was based on lies	Doubt
whooping and cheering	Loaded_Language
a breeding ground for ISIS and other jihadists	Name_Calling,Labeling
Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists. Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned	Doubt
the biggest arms sale ever	Exaggeration,Minimisation
a highly paid reporter	Name_Calling,Labeling
Clinton defamed Assange	Loaded_Language
an Australian citizen	Flag-Waving
She offered no evidence — nor was asked for any — to back her grave allegations	Doubt
grave allegations	Loaded_Language
shocking interview	Loaded_Language
We all know it	Exaggeration,Minimisation
Vichy journalism	Name_Calling,Labeling
reputedly once a great liberal newspaper	Whataboutism,Straw_Men,Red_Herring
conducted a vendetta	Loaded_Language
personal, petty, inhuman and craven attacks	Loaded_Language
aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from	Whataboutism,Straw_Men,Red_Herring
one of the greatest journalistic scoops of the last 30 years	Exaggeration,Minimisation
struggled to survive	Loaded_Language
not a penny going to WikiLeaks	Exaggeration,Minimisation
gratuitously abused	Loaded_Language
gloated on his blog	Loaded_Language
trying to clamp down	Loaded_Language
audaciously revealed	Loaded_Language
with their attendant rape, murder and destruction	Loaded_Language
The authorities care so little about violence against women that they manipulate rape allegations at will	Causal_Oversimplification
extreme danger	Exaggeration,Minimisation
a “Manhunt target list	Name_Calling,Labeling
a nice bride in prison	Name_Calling,Labeling
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account	Exaggeration,Minimisation
a one-way moral screen has been pushed back to expose the imperialism of liberal democracies	Loaded_Language
division and degradation of “unworthy” lives	Loaded_Language
endless warfare	Exaggeration,Minimisation
a vast tapestry of lies up on which we feed	Loaded_Language
systematic brutality, the widespread atrocities, the ruthless suppression of independent thought	Loaded_Language
the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened	Whataboutism,Straw_Men,Red_Herring
fraudulent wars	Loaded_Language
bald-faced lies of governments	Loaded_Language
remarkable Australian citizen	Flag-Waving
an Australian citizen	Repetition
pioneering feminists	Name_Calling,Labeling
until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories	Doubt
Malcolm Turnbull can remain silent. Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world	Appeal_to_fear-prejudice
defend the life of an Australian citizen	Flag-Waving
is recognised by countless people across the world	Exaggeration,Minimisation
gross miscarriage of justice	Loaded_Language
after the Vichy government that served and enabled the German occupation of wartime France	Bandwagon,Reductio_ad_hitlerum
bitch	Loaded_Language
warmongering, sycophantic, embarrassing speech	Loaded_Language
hypocrisy	Loaded_Language
law-abiding citizens	Repetition
"""Take the guns first and then due process"""	Slogans
America’s	Flag-Waving
unconstitutional and unlawful laws	Loaded_Language
#NeverAgain	Slogans
despite the fact that government has never been given authority to restrict or regulate arms	Black-and-White_Fallacy
aggressively	Loaded_Language
attacking the rights of the people	Black-and-White_Fallacy
geniuses	Name_Calling,Labeling
We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence	Black-and-White_Fallacy
gun violence crisis	Repetition
unlawful policies	Repetition
nothing could be further from the truth	Exaggeration,Minimisation
the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government	Black-and-White_Fallacy
consistent	Repetition
consistent	Repetition
consistent	Repetition
And just what kind of policies are we talking about?	Doubt
law-abiding citizens	Repetition
law-abiding citizens	Repetition
our	Flag-Waving
our	Flag-Waving
our	Flag-Waving
extremely careless	Loaded_Language
Jim Comey and Jim Comey alone	Loaded_Language
Jim Comey and Jim Comey alone	Repetition
devastating	Loaded_Language
gross negligence	Loaded_Language
deep state plot	Loaded_Language
negligence	Repetition
the victim of a scurrilous slander campaign	Loaded_Language
the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought	Loaded_Language
Long live the Fifth Estate	Slogans
after the Vichy government that served ad enabled the German occupation of France	Bandwagon,Reductio_ad_hitlerum
ossified bureaucracies incapable of acting quickly and decisively	Doubt
Fourth Estate on Life Support	Name_Calling,Labeling
Fourth Estate now on life support	Name_Calling,Labeling
Small wonder	Loaded_Language
a show trial	Name_Calling,Labeling
generated worldwide condemnation	Exaggeration,Minimisation
a Church	Repetition
unseemly sycophancy	Loaded_Language
cooped up	Loaded_Language
putting extraordinary pressure	Exaggeration,Minimisation
All for spreading unwelcome truth around	Causal_Oversimplification
get their hands on him	Loaded_Language
unseemly sycophancy	Loaded_Language
the noble profession of journalism	Name_Calling,Labeling
deafening	Loaded_Language
Vichy journalists	Name_Calling,Labeling
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done	Exaggeration,Minimisation
a one-way moral screen has been pushed back to expose the imperialism of liberal democracies	Loaded_Language
endless warfare	Exaggeration,Minimisation
a vast tapestry of lies up on which we feed	Loaded_Language
why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened	Whataboutism,Straw_Men,Red_Herring
frustrated FBI investigators	Name_Calling,Labeling
something devastating	Loaded_Language
a Fourth Estate more important far then they all	Exaggeration,Minimisation
Fourth Estate	Repetition
the brutality of the celebrated “surge” in Iraq	Loaded_Language
far more a patriot	Name_Calling,Labeling
the “mainstream” journalist	Name_Calling,Labeling
one bad day in a surge that was filled with such days	Thought-terminating_Cliches
had the temerity to lavish praise	Loaded_Language
patriotic truth-tellers	Name_Calling,Labeling
Do you want a Church that remains silent when she should speak … a Church that does not condemn the suppression of conscience and does not stand up for the just liberty of the people … a Church that locks herself up within the four walls of her temple in unseemly sycophancy	Doubt
Where is the voice of conscience to condemn what is happening to Julian Assange, whose only “crime” is publishing documents exposing the criminal activities and corruption of governments and other Establishment elites	Doubt
One might ask, is “unseemly sycophancy” at work among the media	Doubt
absurd	Loaded_Language
excuse	Doubt
some very good actors on the Left	Doubt
idol	Name_Calling,Labeling
separating	Repetition
separated	Repetition
separating	Repetition
separating	Repetition
separating	Repetition
separated	Repetition
separation	Repetition
cruel	Loaded_Language
insensitive	Loaded_Language
When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience	Doubt
what the Jews call ‘the Holocaust	Doubt
The Jews claim that it happened to them alone and that the number of Jews who died in that Holocaust was six million. What we have here are historical errors	Doubt
wholesale slaughter of Jews	Appeal_to_fear-prejudice
Inhuman and criminal annihilation runs in the veins of many in the West	Appeal_to_fear-prejudice
crocodile tears	Exaggeration,Minimisation
No, it never happened	Exaggeration,Minimisation
fashion	Repetition
fashion	Repetition
historical lies	Repetition
historical lie	Repetition
annihilation	Repetition
annihilated	Repetition
annihilation	Repetition
annihilate	Repetition
annihilated	Repetition
annihilated	Repetition
annihilate	Repetition
annihilation	Repetition
annihilation	Repetition
annihilated	Repetition
annihilated	Repetition
annihilation	Repetition
annihilated	Repetition
annihilated	Repetition
Final Solution	Repetition
The Nazis	Repetition
The Jews claim that it happened to them alone	Whataboutism,Straw_Men,Red_Herring
exceptional	Loaded_Language
groaned under the heavy yoke of the Almohads	Loaded_Language
massacring Jews	Loaded_Language
a wholesale slaughter	Loaded_Language
banished, tortured and annihilated	Loaded_Language
to shed crocodile tears about their sorrows, their heresy, and their historical lies	Loaded_Language
modern Western annihilation	Loaded_Language
annihilation	Loaded_Language
enraged by the humiliation	Loaded_Language
clinging to their [Jewish] faith	Loaded_Language
began “tormenting	Loaded_Language
the vogue today is	Loaded_Language
annihilated	Loaded_Language
annihilate	Loaded_Language
Inhuman and criminal annihilation	Loaded_Language
annihilated	Loaded_Language
annihilated	Loaded_Language
banished, tortured, and annihilated	Loaded_Language
tormenting and persecuting them	Loaded_Language
Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh. Preorder The History of Jihad From Muhammad to ISIS	Appeal_to_Authority
In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that	Appeal_to_Authority
The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced	Appeal_to_Authority
It is said that they annihilated 50-100 hundred million, but nobody ever mentions this	Whataboutism,Straw_Men,Red_Herring
claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler	Whataboutism,Straw_Men,Red_Herring
Hitler was not the first in the West to perpetrate a genocide. Inhuman and criminal annihilation runs in the veins of many in the West	Whataboutism,Straw_Men,Red_Herring
When the Americans occupied the republics of the Indians, they annihilated millions of human beings	Whataboutism,Straw_Men,Red_Herring
many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions. It is as if they are two faces of the same coin	Whataboutism,Straw_Men,Red_Herring
Since Germany and Europe did not want the Jews, the Nazis came up with the idea of sending the Jews to another country	Causal_Oversimplification
‘little rocket man’	Name_Calling,Labeling
‘dotard’	Name_Calling,Labeling
chunky	Name_Calling,Labeling
Americans	Flag-Waving
terrible insult	Loaded_Language
love-fest	Loaded_Language
best-ever	Exaggeration,Minimisation
Great White Father	Name_Calling,Labeling
delinquent	Name_Calling,Labeling
very expensive	Loaded_Language
to crush	Loaded_Language
bogeyman	Name_Calling,Labeling
America’s savior	Name_Calling,Labeling
had no stomach for an invasion	Exaggeration,Minimisation
perfectly well	Loaded_Language
much ballyhooed	Loaded_Language
delighted	Name_Calling,Labeling
was sold to	Loaded_Language
burnish	Loaded_Language
grandly	Loaded_Language
Americans no longer have to fear North Korea	Slogans
Why?	Doubt
can sleep peacefully at night	Exaggeration,Minimisation
a very real threat	Appeal_to_fear-prejudice
highly provocative	Loaded_Language
fanatic’s fanatic	Exaggeration,Minimisation
cheerfully	Exaggeration,Minimisation
doom	Loaded_Language
huge humiliation	Loaded_Language
America’s stooges	Name_Calling,Labeling
schoolyard bullies	Name_Calling,Labeling
show-biz	Loaded_Language
horrible	Loaded_Language
“The Democrats want open borders and they don’t care about crime.”	Whataboutism,Straw_Men,Red_Herring
American people	Flag-Waving
“We want children staying together,”	Slogans
Illegals Have To Go!	Slogans
America's tax dollars	Flag-Waving
worthless	Loaded_Language
raged about	Loaded_Language
the House’s top cop	Name_Calling,Labeling
VANISHED	Loaded_Language
Muslim Spy Ring Investigation	Name_Calling,Labeling
God knows what else	Loaded_Language
how deeply has America been compromised	Flag-Waving
VANISHED	Loaded_Language
Becerra — now California’s Democratic attorney general — failed to ensure that the Awans didn’t have access to House computer systems during the 2016 election, which was wrought with cybersecurity scandals	Doubt
numerous and egregious violations	Loaded_Language
He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress	Doubt
are playing dumb	Loaded_Language
Why was the ringleader of the widespread Muslim spy scandal just offered a plea deal? Who has been exposed to blackmail and God knows what else? And how deeply has America been compromised	Doubt
It’s unclear why that request was not granted or why it was a request rather than an order	Doubt
“Make America Great Again”	Slogans
all because	Exaggeration,Minimisation
I support my President	Slogans
shocked	Loaded_Language
scum bag of the year	Name_Calling,Labeling
MAGA	Slogans
MAGA	Repetition
Make America Great Again	Slogans
extremely	Loaded_Language
Make American Great Again	Repetition
racial slur	Loaded_Language
scum bag of the year	Name_Calling,Labeling
patriotic	Flag-Waving
Real tough guy	Name_Calling,Labeling
Disturbing	Loaded_Language
Trump Supporter	Name_Calling,Labeling
MAGA	Repetition
The civility of the Left on full display	Exaggeration,Minimisation
shit nigga	Name_Calling,Labeling
MAGA	Repetition
Bitch ass motherf**ker	Loaded_Language
I support my President	Slogans
Trump supporter’	Repetition
Trump supporter	Name_Calling,Labeling
Communist	Name_Calling,Labeling
Trump Supporter	Name_Calling,Labeling
dangerous	Loaded_Language
violent	Loaded_Language
ugly	Loaded_Language
“man”	Exaggeration,Minimisation
attacked	Loaded_Language
#MAGA	Slogans
criminal attacker	Name_Calling,Labeling
one	Exaggeration,Minimisation
Is this the America Maxine Waters wanted?	Flag-Waving
altercation	Loaded_Language
immoral	Loaded_Language
SAFE SPACE FOR EVERYONE	Slogans
NOT	Loaded_Language
our president	Flag-Waving
innocent kids	Name_Calling,Labeling
We are not violent	Slogans
corrosive	Loaded_Language
ugly	Loaded_Language
We got kicked out of a public school for re-enforcing America’s value’s by teaching the US Constitution	Flag-Waving
counterfeits, self-proclaimed leaders	Name_Calling,Labeling
paper tigers	Name_Calling,Labeling
the reason I dropped the “J” word was because you haven’t in 40 years	Doubt
They are people pleasers and nothing more	Name_Calling,Labeling
to put boots on the ground	Loaded_Language
it seems like when you do the wrong thing before God and man, somehow people seem to give it a pass. Yet, when you begin to do the right things and obey God and love man according to the Word of God, all of a sudden, the world acts like you're doing something wrong	Black-and-White_Fallacy
the rock n roll world	Name_Calling,Labeling
the revisionists and propagandists	Name_Calling,Labeling
abortion is murder and that 58 million babies have been murdered since 1973 under the guise of woman’s choice	Appeal_to_fear-prejudice
abortion is murder	Slogans
homosexuality is an abomination	Slogans
the reprobates and hypocrites	Name_Calling,Labeling
They are being exposed for who they are and they do not like it	Causal_Oversimplification
Of course they did, and of course they still do	Loaded_Language
political leader of the pack	Name_Calling,Labeling
because they have simply forsaken the cross	Causal_Oversimplification
hide behind a microphone	Loaded_Language
The reason they don't is because they are guilty of what they fail to confront	Causal_Oversimplification
They can write all big and bad but when it comes to what someone else should do. However, when it is time for them to put boots on the ground, they are simply missing in action (MIA	Doubt
who care more about saving face, than they do the souls of men (Luke 19:10), as well as saving their country	Doubt
the freest country in the world	Name_Calling,Labeling
to live in the freest country in the world	Flag-Waving
convict them unto godly repentance	Loaded_Language
deceiving themselves into believing that they are demanding a lawful change just as long as it does not offend anyone	Doubt
counterfeits	Repetition
these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God	Doubt
in a righteous sense reverse the lawlessness	Loaded_Language
These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation	Causal_Oversimplification
the genuine Christians	Name_Calling,Labeling
those who are counterfeits	Name_Calling,Labeling
jog comfortably along together	Loaded_Language
slandered, lied about, defamed	Loaded_Language
fighting the good fight of faith	Loaded_Language
taking ground for the kingdom	Loaded_Language
crammed with very many and various kinds of evil	Exaggeration,Minimisation
the counterfeit's	Name_Calling,Labeling
Yet, you do not see any warfare or opposition around them and why	Doubt
If Christians were equally as faithful to the Lord, separated from the world (2 Corinthians 6:17), and living so that their lives were a reproof to all ungodliness, the world would hate them as much as it ever did	Causal_Oversimplification
hard, toilsome and unquiet life, crammed with very many and various kinds of evil	Loaded_Language
dim-witted	Name_Calling,Labeling
neocon poster-girl	Name_Calling,Labeling
grand deal-maker	Name_Calling,Labeling
very eccentric but not stupid	Name_Calling,Labeling
tens of billions	Loaded_Language
pretty severe	Loaded_Language
threaten	Repetition
threat	Repetition
threats	Repetition
threats	Repetition
threats	Repetition
shatter	Loaded_Language
cripple	Loaded_Language
scraped and skimped	Loaded_Language
‘ate grass’ for decades	Exaggeration,Minimisation
painfully apparent	Loaded_Language
US power	Flag-Waving
bloody	Repetition
soundly beaten	Loaded_Language
who himself avoided national military service	Whataboutism,Straw_Men,Red_Herring
hysteria	Exaggeration,Minimisation
foreign affairs experience appears to have been limited to the International House of Pancakes	Exaggeration,Minimisation
decapitate	Loaded_Language
End The Korean War	Slogans
They would be immediate targets should the US and South Korea attack the north	Appeal_to_fear-prejudice
only three nuclear weapons to shatter Japan and just two to cripple South Korea, not to mention polluting the globe with radioactive dust and contaminating North Asia’s water sources	Appeal_to_fear-prejudice
Nuclear explosions would spread radioactive contamination over northern China and Pacific Russia	Appeal_to_fear-prejudice
bloody slog	Loaded_Language
War against North Korea would be a slow and bloody slog	Appeal_to_fear-prejudice
game of chicken	Loaded_Language
tough-talking	Name_Calling,Labeling
hurling warlike threats	Loaded_Language
Never-Trumpers	Name_Calling,Labeling
never-Trump	Name_Calling,Labeling
painful	Loaded_Language
number in the millions	Loaded_Language
the Terror	Loaded_Language
is history	Black-and-White_Fallacy
It’s not coming back	Black-and-White_Fallacy
failed	Loaded_Language
failed	Repetition
blunders	Loaded_Language
killed	Loaded_Language
failures	Loaded_Language
the Americans	Flag-Waving
humanitarian crisis	Loaded_Language
horrors	Loaded_Language
Why are the people responsible for these wars still being listened to	Doubt
crucial	Loaded_Language
thieves	Loaded_Language
malevolent	Loaded_Language
It is over	Thought-terminating_Cliches
There will be no turning back	Thought-terminating_Cliches
congenital blindness	Loaded_Language
ablaze with tribalism	Loaded_Language
the warriors of jihad	Name_Calling,Labeling
The public treasure has been consumed, private wealth has been destroyed, the temples have been stripped of gold, silver, jewels, the relics of the saints, and other most precious ornaments. Men have been butchered like cattle, women abducted, virgins ravished, and children snatched from the arms of their parents	Loaded_Language
Don’t allow yourself to be fooled: arm yourself with the truth by preordering The History of Jihad From Muhammad to ISIS	Appeal_to_fear-prejudice
sacked	Loaded_Language
gullible Westerners	Name_Calling,Labeling
a world-class Islamopanderer	Name_Calling,Labeling
Murderous Indifference”	Loaded_Language
murderous indifference	Repetition
couldn’t resist an anti-Semitic shot at Israeli “occupation	Loaded_Language
have profaned God’s name	Loaded_Language
He decried	Loaded_Language
he deplored the fact that	Loaded_Language
Indifference kills	Loaded_Language
the Middle East today is weeping, suffering and silent as others trample upon those lands	Loaded_Language
These are odd statements coming from Pope Francis, a world-class Islamopanderer; notice that he said nothing about who was doing the persecuting, and implied that it was the fault of powers outside the Middle East	Doubt
so much ferocity	Loaded_Language
Why, we ask the western world, why not raise one’s voice over so much ferocity and injustice	Doubt
acts of brutality	Loaded_Language
No one defends Islam like Arab Christians	Exaggeration,Minimisation
chimerical “dialogue	Loaded_Language
It is to defend Islam that Western clerics do not raise their voice against such acts of brutality. It is to pursue a fruitless and chimerical “dialogue” that bishops in the U.S. and Europe keep silent about Muslim persecution of Christians, and enforce that silence upon others	Causal_Oversimplification
extreme, militant Islamists and the atrocities that they have perpetrated globally	Name_Calling,Labeling
devout Muslims	Name_Calling,Labeling
Talk about extreme, militant Islamists and the atrocities that they have perpetrated globally might undercut the positive achievements that we Catholics have attained in our inter-religious dialogue with devout Muslims	Appeal_to_fear-prejudice
blind guides	Name_Calling,Labeling
? The Catholic Church is following Pope Francis’ lead, and Francis has said: “Christian terrorism does not exist, Jewish terrorism does not exist, and Muslim terrorism does not exist. They do not exist.” And he has also said: “Authentic Islam and the proper reading of the Koran are opposed to every form of violence	Doubt
They do not exist	Repetition
Why are your bishops silent on a threat that is yours today as well	Doubt
“sonic attacks”	Repetition
sonic attacks	Repetition
“sonic attacks”	Repetition
bizarre	Loaded_Language
devoted family men	Name_Calling,Labeling
respected contributors to their local community	Name_Calling,Labeling
I have faith in our president	Slogans
If anyone is going to help them, he'd be the one	Black-and-White_Fallacy
our president	Flag-Waving
shock the conscience	Loaded_Language
grossly disproportionate to the severity	Loaded_Language
overzealous	Loaded_Language
dark years	Loaded_Language
ridiculing	Loaded_Language
murder	Loaded_Language
fueled outrage	Loaded_Language
very deliberately	Loaded_Language
our nation's history	Flag-Waving
Obama's Victims	Name_Calling,Labeling
unjust	Name_Calling,Labeling
Dem fundraiser	Name_Calling,Labeling
unqualified	Name_Calling,Labeling
small	Exaggeration,Minimisation
shrugging at the murder	Exaggeration,Minimisation
completely collapsed	Exaggeration,Minimisation
unjust	Repetition
because it would have been damaging to Obama	Causal_Oversimplification
While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers	Black-and-White_Fallacy
aggressively	Loaded_Language
glaring	Loaded_Language
“overzealous”	Loaded_Language
Americans	Flag-Waving
shock the conscience	Loaded_Language
grossly disproportionate to the severity	Loaded_Language
overzealous	Loaded_Language
injustice	Loaded_Language
small	Exaggeration,Minimisation
unjust	Name_Calling,Labeling
devoted family men	Name_Calling,Labeling
respected contributors to their local community	Name_Calling,Labeling
entirely deserving	Name_Calling,Labeling
tyrants	Name_Calling,Labeling
“dirty Jewess”	Name_Calling,Labeling
killing	Loaded_Language
hateful	Loaded_Language
torturing	Loaded_Language
demon	Name_Calling,Labeling
pummeling	Loaded_Language
killer	Loaded_Language
murderer	Loaded_Language
tragic comedy of denial	Loaded_Language
dirty Jew	Name_Calling,Labeling
“Satan”	Name_Calling,Labeling
“dirty Jews”	Repetition
hit her mercilessly	Loaded_Language
“a Satan”	Repetition
crazy	Loaded_Language
crazy	Loaded_Language
Muslim Killer	Name_Calling,Labeling
Every other Muslim terrorist	Exaggeration,Minimisation
Muslim killer	Repetition
violently beaten	Loaded_Language
every Islamic terrorism investigation inevitably becomes	Exaggeration,Minimisation
“Allahu Akbar”	Repetition
tired farce	Loaded_Language
hit	Loaded_Language
The authorities allowed him to commit the crime	Whataboutism,Straw_Men,Red_Herring
stonewalled	Loaded_Language
MAGA	Slogans
f**king	Loaded_Language
b***h	Loaded_Language
bully	Name_Calling,Labeling
#maga	Slogans
#MAGA	Repetition
“Make America Great Again”	Slogans
racial slurs	Loaded_Language
MAGA	Repetition
#MAGA	Repetition
signed by Donald Trump himself	Repetition
signed by the president himself	Repetition
signed by @realDonaldTrump	Repetition
signed by @realDonaldTrump	Repetition
Gun Control Is Now Truly Impossible	Exaggeration,Minimisation
wannabe statist dictator and naive do-gooder	Name_Calling,Labeling
The latter think that removing guns will suddenly force humanity to stop all animosity toward one another, hold hands, and sing Kumbaya	Causal_Oversimplification
The former recognizes that an armed populace is a threat to any tyrant and pushes for gun control out of self-preservation	Causal_Oversimplification
has now made gun control virtually impossible	Exaggeration,Minimisation
an anarchist video manifesto	Name_Calling,Labeling
gun control would never be the same in an era when anyone can download and print their own firearm with a few clicks	Appeal_to_fear-prejudice
demanding that he take down his printable-gun blueprints or face prosecution for violating federal export controls	Appeal_to_fear-prejudice
I thought my life was over	Exaggeration,Minimisation
Wilson was accused of exporting weapons without a license, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet	Whataboutism,Straw_Men,Red_Herring
So what if this code is a gun	Thought-terminating_Cliches
It will be an irrevocable part of political life that guns are downloadable, and we helped to do that	Exaggeration,Minimisation
hold hands, and sing Kumbaya	Loaded_Language
obscure set of US regulations	Name_Calling,Labeling
I thought my life was over	Exaggeration,Minimisation
the genie is out of the bottle	Loaded_Language
gun grabbing Communists	Name_Calling,Labeling
What has the NRA done for you lately	Doubt
a devastating blow	Loaded_Language
the federal beast	Loaded_Language
Clearly, they were acting unlawfully when they did what they did	Causal_Oversimplification
an anarchist	Name_Calling,Labeling
anyone can make a deadly weapon at home with no government oversight	Exaggeration,Minimisation
So what if this code is a gun	Thought-terminating_Cliches
It will be an irrevocable part of political life that guns are downloadable, and we helped to do that	Exaggeration,Minimisation
and I highly recommend the Wired article, which is quite lengthy and has lots of information	Appeal_to_Authority
fun gun confiscation	Loaded_Language
boasted	Loaded_Language
his efforts have officially killed gun control	Exaggeration,Minimisation
I barely put a million bucks into this and I got you the Second Amendment forever	Exaggeration,Minimisation
The DNA of our culture is preserved. This is the first pillar in the internet gun culture of tomorrow, and it is permanent	Flag-Waving
This is a huge milestone in the history of our county	Exaggeration,Minimisation
the man who began developing 3D printing files so that you could manufacture your own guns	Name_Calling,Labeling
a Cold War-era law intended to control exports of military articles	Name_Calling,Labeling
America’s great intelligence agencies	Flag-Waving
hysteria	Loaded_Language
Russian dictator	Name_Calling,Labeling
Our Nation’s Great Comeback	Flag-Waving
aggressively	Loaded_Language
firestorm	Exaggeration,Minimisation
President Trump then reminded everyone of the Obama administration’s failures in dealing with Russian meddling in the election	Whataboutism,Straw_Men,Red_Herring
because they thought Hillary Clinton was going to win	Causal_Oversimplification
because they thought that Hillary Clinton was going to win	Causal_Oversimplification
it’s a very firm stance	Repetition
strong action	Repetition
weakness on a pathetic scale	Exaggeration,Minimisation
firm	Repetition
Trump’s America	Slogans
harshest possible	Exaggeration,Minimisation
driven by their own guilt	Causal_Oversimplification
bad	Loaded_Language
the most serious	Exaggeration,Minimisation
our	Flag-Waving
our	Repetition
our	Repetition
loudest	Exaggeration,Minimisation
The very	Exaggeration,Minimisation
nastiness	Loaded_Language
to protect America	Flag-Waving
aggressive	Loaded_Language
The Trump administration	Repetition
The Trump administration	Repetition
the Trump administration	Repetition
the Trump administration	Repetition
The stronger NATO is, the less maneuvering room Russia has	Black-and-White_Fallacy
our	Flag-Waving
our	Flag-Waving
vicious	Loaded_Language
ferociously	Loaded_Language
No King but King Jesus	Slogans
REBELLION TO TYRANTS IS OBEDIENCE TO GOD	Slogans
Whosoever therefore resisteth the power, resisteth the ordinance of God: and they that resist shall receive to themselves damnation	Appeal_to_fear-prejudice
I ask, are Christians to submit to those who have sanctioned the murder of the innocent in the womb	Doubt
"Are Christians to submit to those who have redefined marriage where a man can now ""marry"" a man and a woman can now ""marry"" a woman"	Doubt
Cried the speaker	Loaded_Language
a confused, biblically illiterate friend	Name_Calling,Labeling
Submit to Tyranny	Loaded_Language
this protestant ought to have stayed home to read their Bible rather than to protest corruption in government	Doubt
maybe this individual should take the time to know a little bit of his own history! There is nothing worse than when a person who doesn’t know what they are talking about tries to tell you what the truth is	Doubt
the Tyrant King George	Name_Calling,Labeling
forefathers	Repetition
Resistance to tyrants is obedience to God	Slogans
John Hancock, the first signer of the Declaration of Independence, said	Appeal_to_Authority
the tyrant King George	Name_Calling,Labeling
the corrupt King	Name_Calling,Labeling
this protestant should know what the Bible says about those in authority	Doubt
Representatives work for us, we do not work for them	Slogans
the minister of God, a revenger to execute wrath upon him that doeth evil	Name_Calling,Labeling
Absolutely not	Loaded_Language
Of course not	Loaded_Language
unfruitful works of darkness	Loaded_Language
We the People	Repetition
No enactment of man can be considered law unless it conforms to the Law of God	Black-and-White_Fallacy
the biblically illiterate	Name_Calling,Labeling
